,SPY_ETF,AAPL,MSFT,AMZN,GOOG,FB,BRK-B,TSLA,V,JPM,JNJ,WMT,UNH,BAC,MA,NVDA,HD,PG,DIS,PYPL,XOM
2019-01-28 00:00:00+00:00,253.1969744,38.04329058,101.9856,1637.89,1070.08,147.47,200.95,59.276,133.9007405,96.71840226,120.6065183,92.80603336,257.3137434,28.07716003,197.8628462,137.1970769,169.928107,88.36781161,109.4715467,92.3,60.99983
2019-01-29 00:00:00+00:00,252.8609912,37.64898392,99.90861876,1593.88,1060.62,144.19,202.05,59.492,132.9259502,96.98840935,121.8594273,92.47137324,257.8635385,27.84973788,196.9534047,130.8248338,169.7958157,88.38670977,109.5604596,91.12,61.2310197
2019-01-30 00:00:00+00:00,256.8639916,40.22171317,103.2473175,1670.43,1089.06,150.42,205.96,61.754,135.4860056,97.2118635,123.0842862,90.64508513,260.7861334,27.54650834,201.6785466,136.5807289,172.1487101,89.31271977,108.7997603,92.42,61.89890105
2019-01-31 00:00:00+00:00,259.1198791,40.51135818,101.3547412,1718.73,1116.37,166.69,205.54,61.404,132.9357966,96.36459986,124.4306959,91.62994207,260.6221595,26.97795295,208.7069481,142.9032664,173.4243757,91.15529069,110.1729708,88.76,62.74659661
2019-02-01 00:00:00+00:00,259.2446729,40.53083011,99.75333045,1626.23,1110.75,165.71,209.19,62.442,137.9968291,96.71840226,125.4779034,89.74628365,259.1946214,26.89266965,211.3166499,143.8774939,174.2181231,92.10019886,109.9556281,90.01,65.00711811
2019-02-04 00:00:00+00:00,261.0685819,41.6821082,102.6261643,1633.31,1132.8,169.25,208.52,62.578,139.3260886,97.06289407,124.2436945,90.61639998,258.7026994,27.3664658,212.4435666,148.301282,176.1646944,92.62934743,110.4495887,91.66,64.06523415
2019-02-05 00:00:00+00:00,262.1629273,42.39526777,104.0625812,1658.81,1145.99,171.16,207.82,64.27,140.3402643,96.63460696,124.2436945,91.41002256,256.8700492,27.27170657,213.3826638,149.0667465,176.1268969,92.07185161,111.2992009,92.27,64.72455292
2019-02-06 00:00:00+00:00,261.8173446,42.40987172,102.9076243,1640.26,1115.23,170.49,206.01,63.444,139.3162422,96.58805401,124.3558953,91.44826943,259.9469725,27.22432695,212.8290907,152.098781,174.5488513,92.52540753,110.0642994,92.25,64.44198773
2019-02-07 00:00:00+00:00,259.321469,41.60665445,102.1700048,1614.37,1098.71,166.38,201.73,61.502,138.0165218,95.32181386,123.4676389,92.49049667,259.4646961,26.76000672,211.5143546,146.551649,173.9346419,91.78837916,109.6098557,90.85,63.94535801
2019-02-08 00:00:00+00:00,259.6382532,41.65533429,102.5582256,1588.22,1095.06,167.33,200.92,61.16,138.2232955,94.37213374,123.7948913,91.39089912,252.6163714,26.80738634,214.0944007,147.2972312,174.3787625,92.32697682,110.1630916,91.87,64.04810899
2019-02-11 00:00:00+00:00,259.7822461,41.41578128,102.1505938,1591,1095.01,165.79,203.05,62.568,138.6368429,93.92522545,123.4208886,91.98372563,248.0251002,26.92109742,214.6084328,145.5873626,172.8479638,92.85612539,108.1180947,92.69,64.15199886
2019-02-12 00:00:00+00:00,263.1228795,41.77266637,103.742299,1638.01,1121.37,165.04,206.15,62.362,139.8085605,95.52664682,125.4405031,92.7199779,254.1596559,27.18642326,216.3976602,150.2795603,175.3048012,93.79158447,107.8809936,94.38,65.27747253
2019-02-13 00:00:00+00:00,263.9772369,41.59911267,103.6646548,1640,1120.16,164.07,205.8,61.634,141.2855155,95.9828657,125.7116551,93.64746453,254.4490217,27.19589918,218.0089534,151.9794878,178.0356706,93.77268631,108.8689148,94.01,66.01335915
2019-02-14 00:00:00+00:00,263.3916661,41.75066661,103.7520045,1622.65,1121.67,163.95,202.78,60.754,141.2067446,95.35905621,125.5807541,94.20204417,255.9247875,26.90214557,217.2873313,153.6197688,177.3742143,93.03565794,109.3233585,94.42,66.03067413
2019-02-15 00:00:00+00:00,266.261923,41.65777871,105.0331331,1607.95,1113.65,162.5,205.29,61.576,142.9328678,98.27327068,127.5162181,95.60761669,261.5191935,27.58441203,219.5609351,156.413217,181.7965217,93.0545561,111.2300464,94.91,67.27735265
2019-02-19 00:00:00+00:00,266.7227,41.78244405,104.9846055,1627.58,1118.56,162.29,205.69,61.128,142.4692804,97.92877888,126.8710634,97.72075633,260.8247155,27.60336388,218.0583796,155.7173402,181.7398255,94.48136743,112.1389339,95.02,67.72754212
2019-02-20 00:00:00+00:00,267.2602732,42.05133007,104.4410964,1622.1,1113.8,162.56,206.16,60.512,142.7553237,98.40361893,127.4881679,95.50243779,259.956618,27.86868972,218.5724117,157.6160897,181.2862555,93.81048264,112.3068805,94.73,67.98726681
2019-02-21 00:00:00+00:00,266.3099206,41.81422149,106.6439604,1619.44,1096.97,160.04,205.33,58.246,142.0352837,98.19878597,126.6186116,95.03391362,256.9568589,27.75497864,216.7930696,154.8524648,181.2579074,94.28293672,112.9095125,94.96,67.37258504
2019-02-22 00:00:00+00:00,267.9610382,42.2811054,108.1645214,1631.56,1110.37,161.89,201.91,58.942,143.8797697,97.76118827,127.7219195,95.18690111,257.6416914,27.55598426,220.7570485,158.2523199,181.7965217,94.72704356,113.8579168,95.98,67.89203443
2019-02-25 00:00:00+00:00,268.32582,42.58910213,108.7688469,1633,1109.4,164.62,202.31,59.754,144.0671774,98.7853531,128.1894229,94.77574724,255.2206639,27.7360268,220.7570485,157.7552651,179.5192224,94.084506,112.2179676,96.7,67.96129434
2019-02-26 00:00:00+00:00,268.1338296,42.61354631,109.5193802,1636.4,1115.13,164.13,201.9,59.572,145.0338064,98.03119536,128.1047162,94.36459337,253.6580884,27.75497864,221.4292444,156.1746307,177.9317274,94.33018213,112.1290547,96.59,68.09981418
2019-02-27 00:00:00+00:00,268.0186354,42.7455449,109.3341837,1641.09,1116.05,162.81,202.29,62.948,145.2113505,97.9101577,127.8788318,93.81001374,241.2153577,27.9824008,221.9927027,154.4945853,173.5566669,93.46086662,111.4177515,97.86,68.80107085
2019-02-28 00:00:00+00:00,267.5194602,42.32510494,109.1977231,1639.83,1119.92,161.45,201.3,63.976,146.099071,97.16531055,128.6035444,94.65144491,233.6339729,27.69812311,222.1904074,153.5104167,174.945725,93.12069968,111.4770267,98.07,68.4201413
2019-03-01 00:00:00+00:00,269.189777,42.76998909,109.6850824,1671.73,1140.99,162.28,203.13,58.958,147.4306518,97.23048467,130.2129711,93.63790282,237.4246653,27.91719354,224.6419455,155.689775,174.9740731,93.01675978,112.6328945,98.8,69.2599178
2019-03-04 00:00:00+00:00,268.2106258,42.98509791,109.4219084,1696.17,1147.8,167.37,201.81,57.072,145.9412541,97.00703053,130.3353251,93.56140907,227.6537457,27.6504991,223.692963,156.0181715,173.6889582,93.42307029,112.9490293,96.57,69.52829998
2019-03-05 00:00:00+00:00,267.845844,42.90687652,108.876066,1692.43,1162.03,171.26,201.47,55.308,145.9313905,96.93254582,130.6082689,94.02993325,232.8719762,27.69812311,223.6237664,155.7594349,173.8684963,93.63095009,112.6230153,96.53,69.42441011
2019-03-06 00:00:00+00:00,266.2235249,42.65999026,108.9248019,1668.95,1157.86,172.51,200.67,55.248,145.7933006,96.56943283,130.9094481,93.9534395,230.5956316,27.46952787,221.8938504,151.3111556,174.2937181,93.47976478,113.4627483,96.46,68.63657854
2019-03-07 00:00:00+00:00,263.9964359,42.16621774,107.5991846,1625.95,1143.3,169.13,199.3,55.318,144.8266716,95.87113863,130.1094407,93.17894036,228.3096415,27.19330862,219.8574922,148.5347128,172.4605394,93.12069968,112.6328945,96.21,69.39843764
2019-03-08 00:00:00+00:00,263.4684622,42.26643889,107.7161509,1620.8,1142.32,169.6,198.7,56.828,145.3395768,95.90838099,129.9400274,93.31280441,229.7468252,27.28855664,219.3236895,149.9080071,171.2510195,92.98841253,112.4353103,95.69,68.40282632
2019-03-11 00:00:00+00:00,267.2890717,43.73064553,109.977498,1670.62,1175.76,172.07,202.09,58.184,148.6142792,97.15599996,130.41062,94.1637973,235.4205425,27.56477588,223.0504228,160.3569853,172.3943938,94.09395509,113.3639562,97.45,69.06945303
2019-03-12 00:00:00+00:00,268.2970215,44.22197363,110.7475257,1673.1,1193.2,171.92,202.5,56.672,149.6598167,96.86737169,130.9941548,94.0586184,238.063759,27.56477588,224.3355032,161.7302796,173.8684963,94.53806192,113.3441978,97.5,69.2599178
2019-03-13 00:00:00+00:00,270.0729329,44.4175271,111.605278,1690.81,1193.32,173.37,204.06,57.792,150.3897202,97.19324232,131.2106274,94.68969178,244.2312641,27.89814394,225.8775997,167.8006383,172.4510901,95.60580815,112.7119282,99.31,69.87459957
2019-03-14 00:00:00+00:00,269.9001415,44.91129962,111.6930027,1686.22,1185.55,170.17,203.38,57.992,152.0961163,98.07774831,129.90238,94.42196368,245.2188394,28.06006557,226.8760084,164.7555075,172.8985451,95.73809529,113.0972175,99.03,69.64084735
2019-03-15 00:00:00+00:00,271.2278513,45.49551563,112.9796312,1712.36,1184.46,165.98,204.31,55.086,153.3389251,99.20432962,129.5070822,94.61422994,243.4082846,27.90766874,228.5169573,168.9848559,173.488805,96.79639244,113.5714196,100.73,69.38978015
2019-03-18 00:00:00+00:00,272.2112945,45.95995513,114.5976641,1742.15,1184.26,160.47,206.68,53.898,152.845747,99.80020734,129.1023725,95.8062808,246.8938447,28.40295843,227.745909,168.1290348,174.6217232,95.91762785,111.7536447,100.27,70.19492669
2019-03-19 00:00:00+00:00,272.2787857,45.59573678,114.6756416,1761.85,1198.85,161.57,205.15,53.494,152.4807952,99.43709435,130.2976777,95.98893375,248.9561345,28.2410368,228.3587935,174.8561865,175.297666,96.28614203,108.6713306,101.54,70.01311941
2019-03-20 00:00:00+00:00,271.4592497,45.99417698,114.5489281,1797.27,1223.97,165.44,203.27,54.72,151.6522561,97.31427998,129.2153148,94.82572284,242.5368945,27.27903184,227.2516473,173.552552,177.1731692,96.11605856,108.6614513,102.31,70.40270645
2019-03-21 00:00:00+00:00,274.5252785,47.68815895,117.1806683,1819.26,1231.54,166.08,204.43,54.804,153.6742862,95.77803273,129.9776748,95.229482,244.0085755,26.84089096,233.1630173,183.0461951,180.8575333,96.84363785,107.3475162,104.15,70.80960846
2019-03-22 00:00:00+00:00,269.2416817,46.70061391,114.0908104,1764.77,1205.5,164.34,200.55,52.906,150.9815339,92.88243944,128.8576644,94.47964356,239.2352945,25.72648917,228.1116627,176.6374885,179.6960542,96.05936407,106.9227101,101.27,69.67547731
2019-03-25 00:00:00+00:00,269.0392081,46.13595325,114.6853887,1774.26,1193,166.29,199.44,52.084,150.9420797,92.10966053,128.5753088,94.37389711,239.0126059,25.56456754,227.7755647,172.9355648,180.581444,96.34283652,106.4880247,101.55,69.19065788
2019-03-26 00:00:00+00:00,271.0446609,45.65929166,114.9290684,1783.76,1184.62,167.68,200.62,53.554,153.1811081,93.03140887,130.4200318,94.51809681,235.6529132,25.9169852,230.6126269,176.0105498,180.2577531,97.34443917,108.8096395,103.15,70.09103682
2019-03-27 00:00:00+00:00,269.6273457,46.06995396,113.8178892,1765.7,1173.02,165.87,199.21,54.966,152.1158435,92.71484884,130.5423859,93.45101903,234.0263185,25.74553877,229.8514639,175.6423477,180.1720702,97.23105019,108.9479485,103.07,69.55427245
2019-03-28 00:00:00+00:00,270.6493553,46.13106442,113.9738442,1773.42,1168.49,165.55,200.66,55.724,152.5597037,93.76694543,130.7117992,93.37411252,234.5297883,26.03128282,232.1646087,176.3887033,180.9432162,97.8452405,109.3727546,103.86,69.90057204
2019-03-29 00:00:00+00:00,272.3559185,46.43172788,114.95831,1780.75,1173.31,166.69,200.89,55.972,154.0589651,94.25109608,131.5682777,93.75864506,239.3998904,26.27892767,232.7478375,178.6874785,182.6854349,98.31769458,109.6888894,103.84,69.95251698
2019-04-01 00:00:00+00:00,275.5858546,46.74705786,116.011006,1814.19,1194.43,168.7,205,57.836,155.1143661,97.42600705,130.8059177,94.03743114,237.7345672,27.18378382,236.3065217,181.3942614,186.2555551,97.93028224,111.1510127,105.55,70.75766352
2019-04-02 00:00:00+00:00,275.720837,47.42660618,116.1767082,1813.98,1200.49,174.2,203.88,57.176,155.6272713,97.89153652,129.6106126,93.19145957,236.6404886,27.49810227,236.5141117,182.1107627,184.9893525,98.03422213,110.6076561,105.23,70.45465138
2019-04-03 00:00:00+00:00,276.154709,47.75171383,116.9369887,1820.7,1205.92,173.54,203.67,58.362,156.2979935,98.0870589,129.1023725,93.4317924,238.0250306,27.46952787,236.1878989,187.7034539,189.0830904,97.97752765,111.160892,104.69,70.03909188
2019-04-04 00:00:00+00:00,276.8874706,47.83482405,116.3424103,1818.86,1215,176.02,204.1,53.556,155.4891815,99.02742842,127.5964762,94.31621723,239.5257578,27.76479672,233.3508367,187.3452032,190.8348294,97.73185152,113.3639562,104.46,71.0347032
2019-04-05 00:00:00+00:00,278.227653,48.15504287,116.8590112,1837.28,1207.15,175.72,205.33,54.992,155.499045,98.79289965,128.1705992,95.00837579,240.8715714,27.69812311,233.9142951,190.0221319,192.3676011,97.93973132,113.6109365,105.73,71.41563274
2019-04-08 00:00:00+00:00,278.4397682,48.91281258,116.8979999,1849.86,1203.84,174.93,205.25,54.64,155.5976806,99.11185878,128.1329518,95.39290833,240.842525,27.78384632,233.8846394,190.8580502,193.7861289,99.1870101,113.5714196,106.57,71.85716472
2019-04-09 00:00:00+00:00,277.0128114,48.76614747,116.2644329,1835.84,1197.25,177.58,204.92,54.462,155.341228,98.38012901,127.5964762,94.87378941,240.8812535,27.51715188,233.5282739,188.340344,191.2632439,98.89408857,115.4484699,106.93,70.93081332
2019-04-10 00:00:00+00:00,277.9576882,49.03992233,117.1514268,1847.33,1202.16,177.82,204.52,55.212,156.3966291,98.8210431,127.6058881,95.74860092,238.2089907,27.6885983,234.6666636,191.1665438,189.8637567,98.88463948,115.7448463,107.51,70.6104862
2019-04-11 00:00:00+00:00,277.8805554,48.63170446,117.2878874,1844.07,1204.62,177.51,206.67,53.684,155.7061798,99.65596553,127.2576496,96.90219852,227.9362703,27.6885983,233.6569614,190.609265,191.8154225,98.9791303,115.1916104,106.46,70.9481283
2019-04-12 00:00:00+00:00,279.7606674,48.61214911,117.8922129,1843.06,1217.87,179.1,210.56,53.54,157.4618937,104.3277787,127.9823622,97.63281034,216.1240942,28.73632648,236.4187939,189.0866996,194.0717385,99.27205183,128.4890296,108.48,70.05640686
2019-04-15 00:00:00+00:00,279.577477,48.70014817,117.9896848,1844.87,1221.1,179.65,209.74,53.276,158.2509786,103.1363725,128.4906022,98.4691686,222.8822081,28.42200803,236.7355632,183.8025021,195.0332909,99.9051403,130.4451135,108.14,69.82265463
2019-04-16 00:00:00+00:00,279.7606674,48.70503701,117.7167635,1863.04,1227.13,178.87,211.8,54.672,158.0438439,104.224586,129.90238,98.94983426,213.935937,28.46010724,237.666073,187.2954462,194.6619984,100.5571269,128.3309622,108.2,70.29881657
2019-04-17 00:00:00+00:00,279.0761138,49.65347136,118.6914821,1864.82,1236.34,178.78,210.37,54.246,158.2509786,107.2265543,130.3729726,99.17094047,209.946907,28.60297926,238.5668857,186.3799167,196.6422251,100.7233363,130.1586164,108.81,70.49793883
2019-04-18 00:00:00+00:00,279.625685,49.8319139,120.2510319,1861.69,1236.37,178.28,209.99,54.652,157.9747989,106.4385376,129.4317874,99.1901671,214.7008238,28.60297926,238.4579963,185.3947273,195.7949165,100.9136496,130.8501612,107.36,70.23821414
2019-04-22 00:00:00+00:00,279.866725,49.99568994,120.6311721,1887.31,1248.84,181.44,209.49,52.55,158.2115244,106.5698737,129.7235548,98.41148872,219.8904356,28.62202886,240.5961891,187.5541828,194.9571283,100.875587,130.0894619,106.81,71.77058982
2019-04-23 00:00:00+00:00,282.3831826,50.71679337,122.2686993,1923.77,1264.55,183.78,211.61,52.78,159.4543331,106.7012098,131.6718081,99.08442065,223.2501283,28.64107847,241.0317469,189.7434925,196.166209,98.16362183,131.7491695,106.9,72.18614933
2019-04-24 00:00:00+00:00,281.7564786,50.63857198,121.8495704,1901.75,1256,182.58,210.57,51.732,159.2866526,106.522968,131.0129785,99.52663306,223.0274398,28.59345446,242.8135743,190.2410629,196.8040705,98.66795219,133.4681524,107.22,70.78363599
2019-04-25 00:00:00+00:00,281.5829298,50.17902132,125.8849053,1902.25,1263.45,193.26,211.95,49.526,158.8230652,106.5792549,131.4365118,99.51701975,223.4534527,28.65060327,243.1303436,186.0017632,196.5946235,98.27780984,135.5823037,110.22,71.18188052
2019-04-26 00:00:00+00:00,282.8941874,49.93946831,126.606197,1950.63,1272.18,191.49,214.22,47.028,160.7070054,107.3860338,132.1329889,97.6039704,229.4660439,28.90777291,244.189541,177.2246215,193.8432508,100.7328519,138.2299325,110.56,69.6841348
2019-04-29 00:00:00+00:00,283.337701,50.01524528,126.4892308,1938.43,1287.58,194.78,216.58,48.294,161.9103599,108.9339237,131.615337,97.63281034,229.901739,29.30781458,244.6349978,178.4585961,192.4628043,99.7051599,137.6174213,112.44,69.23394533
2019-04-30 00:00:00+00:00,283.482325,49.05214443,127.2982472,1926.52,1188.48,193.4,216.71,47.738,162.1865396,108.8682557,132.8953489,98.86331444,225.6609741,29.12684335,251.6732159,180.1204812,193.9289337,101.3228233,135.315565,112.77,69.50232751
2019-05-01 00:00:00+00:00,281.3515314,51.45989657,124.6470127,1911.52,1168.08,193.03,216.71,46.802,160.5689156,108.0333332,133.6012378,97.44054407,224.5765776,28.8220497,246.2386424,179.5930566,189.2639765,99.84789491,134.7326915,110.94,68.10847167
2019-05-02 00:00:00+00:00,280.7441106,51.12501125,123.0192327,1900.82,1162.61,192.53,215.93,48.82,158.9217008,108.267862,132.9706437,97.23866449,225.0606832,29.05064494,244.6943921,182.2998395,191.3679674,100.4473819,132.519748,109.7,66.91373809
2019-05-03 00:00:00+00:00,283.4919666,51.76056004,125.6412256,1962.46,1185.4,195.47,218.6,51.006,159.8291485,108.9339237,133.6577089,98.13270263,224.5765776,29.25066577,245.4467192,182.1207142,190.939553,100.9421966,132.707453,111.96,67.0695729
2019-05-06 00:00:00+00:00,282.325333,50.96123521,124.9101867,1950.55,1189.39,193.88,213.16,51.068,160.0658739,107.9676652,133.7330037,98.49800854,232.854783,29.02207053,246.129753,178.9760693,190.0541631,100.5615699,133.3693602,110.85,66.77521825
2019-05-07 00:00:00+00:00,277.6105906,49.58747206,122.3466768,1921,1174.1,189.77,209.43,49.412,158.0241167,106.2040088,131.7376911,97.38286419,230.4826657,28.49820644,242.5858963,172.2688204,185.4272872,99.62903457,131.8282032,108.95,66.42026117
2019-05-08 00:00:00+00:00,277.2249266,49.59724973,122.3369296,1917.77,1166.27,189.54,209.29,48.968,158.5666126,105.6411398,131.5682777,96.42153285,231.5476979,28.38390882,242.8531704,173.0748845,185.8081001,99.98111425,133.359481,109.07,66.52415105
2019-05-09 00:00:00+00:00,276.3861074,49.06436652,122.3271825,1899.87,1162.38,188.65,208.56,48.396,157.6295743,105.5567094,130.5706214,96.20042665,230.4052088,28.29818561,242.8333724,169.3630094,185.2464011,99.19131388,131.9763914,109.73,66.46354862
2019-05-10 00:00:00+00:00,277.7744978,48.38726262,123.9159738,1889.98,1164.27,188.34,209.02,47.904,158.5172948,105.5473283,130.8718007,98.490913,232.941922,28.17436319,244.931969,167.9996665,185.2464011,100.875587,132.4209559,110.41,67.03494294
2019-05-13 00:00:00+00:00,270.7939793,45.57501985,120.2315375,1822.68,1132.03,181.54,205.01,45.402,155.1834111,102.6766961,129.1306081,96.53868412,231.9349824,26.90756457,238.9430493,157.6800566,181.2097852,100.9707436,129.7535687,106.83,66.29069397
2019-05-14 00:00:00+00:00,273.2429457,46.29648527,121.5766491,1840.12,1120.44,180.73,203.69,46.462,158.0241167,103.4928562,128.7729577,96.9252641,228.9141636,27.25998223,243.4570119,161.252612,182.4283862,100.4854446,131.5911021,109.09,66.37825267
2019-05-15 00:00:00+00:00,274.8434514,46.85108114,123.2824067,1871.15,1164.21,186.27,202.98,46.39,160.5689156,103.0988479,128.8576644,96.52901963,228.5752897,26.94566378,246.6346041,158.8045657,182.5616707,101.532168,133.0532255,111.5,66.86858141
2019-05-16 00:00:00+00:00,277.3888338,46.64494816,126.1291913,1907.57,1178.98,186.99,204.63,45.666,162.8671254,104.4215902,130.0812051,97.91104303,229.2627196,27.23140783,250.8614945,159.4116016,183.1519306,102.873877,133.8633208,113.87,66.85982554
2019-05-17 00:00:00+00:00,275.5954962,46.37992005,125.2878735,1869,1162.3,185.3,203.27,42.206,162.096601,103.915008,130.4576792,97.47614056,233.7068088,27.0504366,250.000278,155.7693863,183.342337,102.245843,133.4088771,112.8,66.46581137
2019-05-20 00:00:00+00:00,273.7732337,44.92962731,123.478062,1858.97,1138.85,182.72,202.73,41.072,161.4841329,104.4591148,130.278854,98.11399752,238.1702622,27.0504366,250.9307878,151.0126134,181.7905247,102.131655,132.2925261,112.15,66.4570555
2019-05-21 00:00:00+00:00,276.2414834,45.79096868,124.14329,1857.52,1149.63,184.82,203.36,41.016,161.8693951,104.8155985,129.9964985,97.72741755,241.9946963,27.32665584,252.7819085,154.3065294,182.2665408,101.218151,132.470352,112.43,66.76351096
2019-05-22 00:00:00+00:00,275.3930226,44.85355442,124.8965629,1859.68,1151.42,185.32,202.6,38.546,162.2447787,103.9619138,130.598857,98.80017698,241.4137696,27.13615981,254.3063608,151.4604267,179.8483793,101.5511993,132.2332509,112.47,66.15935591
2019-05-23 00:00:00+00:00,272.0281041,44.08791765,123.4389309,1815.48,1140.77,180.87,201.3,39.098,159.5479433,101.9168229,131.5682777,98.4425905,238.6640499,26.44084929,247.2087484,146.6041397,182.7901584,101.589262,131.1267791,109.9,64.60956687
2019-05-24 00:00:00+00:00,272.6451665,43.91859413,123.4976275,1823.28,1133.47,181.06,201.69,38.126,160.6642159,102.920606,131.5776896,99.22541495,239.7581285,26.84089096,248.9410806,144.4446842,184.3038894,101.5226523,131.1860544,109.85,64.88099885
2019-05-28 00:00:00+00:00,270.1094257,43.73700079,123.4193654,1836.43,1134.15,184.31,199.7,37.74,161.7212173,101.8042491,129.8909176,98.98380246,234.3651924,26.57419652,250.8713936,142.633528,182.361744,99.40065855,131.0181078,111.74,63.57637418
2019-05-29 00:00:00+00:00,268.2968049,43.52841385,122.225868,1819.19,1116.46,182.19,198.52,37.972,160.7531225,101.5228145,124.4515519,98.69386748,234.6943842,26.43132449,251.0000811,139.6580571,180.8765739,99.14373554,129.9807906,110.08,63.18236001
2019-05-30 00:00:00+00:00,269.0295665,43.75417854,122.9987065,1816.32,1117.95,183.01,199.74,37.644,160.7827581,100.434601,125.1906991,98.76151898,235.7594165,25.8693612,251.6237207,138.5932564,181.9142889,100.2285216,130.6031809,111.41,63.01599848
2019-05-31 00:00:00+00:00,265.4043249,42.96154816,120.9932396,1775.07,1103.63,177.47,197.42,37.032,159.37013,99.40267446,124.2809794,98.03668153,234.1134575,25.33597231,248.9509796,134.9568149,180.7432894,97.92573015,130.4451135,109.75,61.96529404
2019-06-03 00:00:00+00:00,264.7294129,42.52719653,117.2366578,1692.69,1036.23,164.15,198.56,35.794,156.6732946,99.871732,124.5557906,98.53923549,229.040031,25.41217072,239.8141649,133.2830555,180.4767205,98.77262453,130.8699196,105.52,62.93719565
2019-06-04 00:00:00+00:00,270.4758065,44.08300972,120.4845358,1729.56,1053.05,167.5,201.59,38.72,160.3579818,102.9487495,126.7258511,99.11910545,233.1065179,26.59324612,246.6643012,142.4688065,185.8842626,99.61000323,133.1915344,108.73,64.43444947
2019-06-05 00:00:00+00:00,272.8187153,44.79465929,123.0965341,1738.5,1042.22,168.17,203.3,39.318,163.3808083,103.3146144,127.3418072,100.9167023,235.0526223,26.58372132,253.6728222,140.7551957,188.5499524,101.560715,134.2980061,110.77,63.90034138
2019-06-06 00:00:00+00:00,274.5927698,45.45232164,125.0433044,1754.36,1044.34,168.33,204.77,41.19,164.8922215,103.539762,129.521344,101.5835528,234.1328217,26.69801894,255.2269716,143.2459091,189.0100876,102.1792333,135.5526661,111.78,65.06487213
2019-06-07 00:00:00+00:00,277.3406258,46.66212591,128.5455343,1804.03,1066.04,173.35,205.81,40.9,167.9841977,102.4046427,131.2934022,102.5016802,238.9254669,26.36285729,263.1165072,144.9595199,189.1347075,103.5019111,136.3726406,114.02,65.30128062
2019-06-10 00:00:00+00:00,278.613317,47.25843917,129.7194662,1860.63,1080.38,174.82,207.16,42.576,168.7448435,103.5116185,131.7387858,103.9126971,240.2519162,26.87996383,263.4134784,147.878636,189.8536686,103.4543327,135.4143571,115.62,65.59022434
2019-06-11 00:00:00+00:00,278.5458258,47.80567314,129.2303279,1863.7,1078.72,178.1,206.63,43.42,168.2410391,103.8305777,132.4589806,104.3186061,238.0540769,27.04275663,260.9981124,150.190018,189.815324,104.0823668,133.4483939,114.6,65.52893325
2019-06-12 00:00:00+00:00,278.0541042,47.65352737,128.6335792,1855.32,1077.03,175.04,204.57,41.852,169.5054894,102.5078354,134.2594675,105.1690821,236.7276276,26.76505127,261.1861942,145.6569196,190.7068358,104.3678368,134.0806635,114.5,64.81970776
2019-06-13 00:00:00+00:00,279.2014546,47.64371152,129.4455487,1870.3,1088.77,177.47,204.99,42.782,167.2927014,102.7611265,133.3402715,105.0047856,237.1730047,26.75547522,258.5629484,147.7092675,193.9757124,105.5382638,140.027949,115.72,65.38883933
2019-06-14 00:00:00+00:00,278.8929234,47.29770259,129.5727247,1869.67,1085.35,181.33,205.16,42.984,167.5989355,103.0237987,132.7527442,105.4106945,238.6156394,26.85123569,257.4740539,144.1027145,197.2541752,105.8142182,139.9390361,116.17,65.09989561
2019-06-17 00:00:00+00:00,278.998981,47.57990845,129.9640353,1886.03,1092.5,189.01,203.48,45.006,167.5001503,102.4609296,132.1367882,105.497675,239.199123,26.74589917,256.5831402,144.4912658,198.4140991,105.6143892,139.2672497,117.16,65.74783001
2019-06-18 00:00:00+00:00,281.9203858,48.69891605,132.223854,1901.37,1103.6,188.47,206.01,44.948,167.2235518,103.8587211,132.8854117,105.9712355,238.9365554,27.40664641,256.1970776,152.3121058,198.8934065,104.2917114,137.5581461,115.98,66.31696158
2019-06-19 00:00:00+00:00,282.5567314,48.55658613,132.7423406,1908.79,1102.33,187.48,206.75,45.286,168.6164228,103.108229,133.0938891,105.942242,243.302958,27.119365,257.2463759,152.5512143,199.3343694,105.0719961,139.2178537,117.14,65.94921503
2019-06-20 00:00:00+00:00,285.2563794,48.94676641,133.974969,1918.19,1111.42,189.53,208.04,43.924,171.6293708,103.3709013,134.7617086,106.618757,240.9398492,27.07148477,264.0965122,153.527574,202.5073845,106.3280642,140.304567,118.79,67.07872229
2019-06-21 00:00:00+00:00,284.8433333,48.77989686,133.9945345,1911.3,1121.88,191.14,206.21,44.372,171.3330152,102.667315,134.6479936,107.4015814,245.3354261,26.92784406,261.7999347,151.1962662,200.7243609,105.8142182,138.536188,116.21,68.02435629
2019-06-24 00:00:00+00:00,284.4945455,48.73081758,134.7869385,1913.9,1115.52,192.6,206.85,44.728,171.7380345,101.9355852,135.5671896,107.5078909,242.768098,26.79377941,262.6215551,152.0929231,196.9953492,106.8894886,137.5383876,116.5,67.37642188
2019-06-25 00:00:00+00:00,281.7042435,47.99217441,130.5314357,1878.27,1086.35,188.84,208.07,43.952,169.1992554,101.0912816,136.6853867,107.0053369,240.842602,26.58310637,257.1077893,150.9173063,196.2668019,106.3090329,138.2496909,114.44,66.7810227
2019-06-26 00:00:00+00:00,281.4232756,49.03020119,131.0205739,1897.83,1079.8,187.66,208.51,43.854,168.981928,101.7667245,134.4205637,106.464125,236.7679411,26.72674708,258.6619388,158.6684064,197.8772748,104.4154151,138.7041346,114.15,67.06996642
